B1,B2,B3,Cloud_Cover,Cloud_Cover_Land,Image_ID,Image_Quality_OLI,Image_Quality_TIRS,MNDWI,NDBI,NDVI,QA_PIXEL,Timestamp,.geo
10305,9224,8552,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.172960688554712,-0.2777562747491589,0.4976792880823591,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
9987,8911,8392,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.144720750101916,-0.2964610084559975,0.4920165795638854,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10369,9358,9105,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.1202473549446833,-0.2456733897202342,0.4188002519545,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10111,9087,8438,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.1089757127771911,-0.2255162241887905,0.3925503833745338,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10516,9464,8890,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.1863072628254999,-0.2150557170542635,0.4511590900871577,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
9784,8718,8133,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.1376312162018874,-0.2865644844898095,0.4747513243644956,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
11956,11325,10937,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.186235119047619,-0.0124810306915667,0.2028404282718275,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10287,9382,9093,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.1910862022951694,-0.1863757899854156,0.4212499545007825,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
9997,8844,7419,5.12,5.12,LC09_230062_20230801,9.0,9.0,0.1641299231131335,-0.0678915135608049,-0.0480424270784589,21952,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10206,9120,8169,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.0991895021227325,-0.2606438213914849,0.4139767054908486,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10064,8970,7566,5.12,5.12,LC09_230062_20230801,9.0,9.0,0.175666226400435,-0.0758644717359115,-0.0424806201550387,21952,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10117,9056,8104,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.0972485240057925,-0.289731756561869,0.4403285553229183,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
9843,8710,7341,5.12,5.12,LC09_230062_20230801,9.0,9.0,0.1615506329113924,-0.0692077990514667,-0.0479393133651364,21952,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10329,9275,8291,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.0215954684918574,-0.2763823295858235,0.3654043903965663,23888,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10075,9011,8309,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.0952251320302716,-0.2227202472952086,0.3752281616688396,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
9969,8914,8212,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.1299925839601652,-0.2571906121596211,0.4430055955235811,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
12109,11293,11104,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.2165661269270117,-0.0912540514901578,0.3221377945214226,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10161,9150,8535,5.12,5.12,LC09_230062_20230801,9.0,9.0,0.0349217897417242,-0.1856967464702271,0.2140799329527002,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10329,9174,8548,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.1271316246298376,-0.3040791879452745,0.4884858952216465,23888,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
9755,8699,7899,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.1189068600111544,-0.2723249909321726,0.4412260158593204,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10470,9429,8889,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.1707635617332898,-0.218968789868376,0.4352604968124862,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10780,9690,8431,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.2603412729745142,0.1255974300712998,0.1704861293198384,23888,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10018,8901,7549,5.12,5.12,LC09_230062_20230801,9.0,9.0,0.1775992512284533,-0.0686335129405529,-0.0708141321044546,21952,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
9717,8626,7858,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.1163836725514449,-0.2381537044852856,0.4114508157284696,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
9877,8792,8048,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.1552429935971449,-0.2461901989657888,0.4511883873026001,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10507,9634,9023,5.12,5.12,LC09_230062_20230801,9.0,9.0,0.2615169521146452,-0.1064117746574183,-0.1559656707749887,21952,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10296,9301,8827,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.0144587729581867,-0.2992982185547929,0.3650947982498784,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10595,9762,9290,5.12,5.12,LC09_230062_20230801,9.0,9.0,0.2639455782312925,-0.1028936240776055,-0.1616034287154922,21952,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
9788,8701,7889,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.1296337157987643,-0.2576131090487239,0.4388817454062798,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
9897,8839,8160,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.1431721530949755,-0.2660037080734873,0.463258785942492,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10149,9037,8436,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.1457647714039795,-0.309197472450319,0.5057931325047398,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
9986,8826,7396,5.12,5.12,LC09_230062_20230801,9.0,9.0,0.162984511360956,-0.0660584261777348,-0.0474996080890421,21952,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
9921,8770,7450,5.12,5.12,LC09_230062_20230801,9.0,9.0,0.175449668665194,-0.0649490069779924,-0.0707985325111232,21952,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10671,9778,9283,5.12,5.12,LC09_230062_20230801,9.0,9.0,0.2700779860446025,-0.1109815030828195,-0.1649549098196392,21952,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10408,9326,8807,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.103111156372524,-0.2550718657588887,0.4216163583252191,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10425,9413,9036,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.1251391780026141,-0.2036592887000616,0.3865098472589494,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
9955,8890,8164,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.1062944718117131,-0.2832369942196532,0.4443779188121183,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10130,9001,8087,5.12,5.12,LC09_230062_20230801,9.0,9.0,0.0091720222125163,-0.2341820987654321,0.3031876973215195,23826,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10122,9024,8334,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.1150517653305017,-0.2340906604427264,0.4059578711205285,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10508,9406,8333,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.0227512607013017,-0.1658137644076713,0.2483228350489066,23888,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
9771,8718,8088,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.131163390267483,-0.2711289541081193,0.4557273087594134,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
9927,8855,8185,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.1306887578992087,-0.2632780872634165,0.4504787255174605,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10629,9784,9326,5.12,5.12,LC09_230062_20230801,9.0,9.0,0.2732609734452864,-0.1020580296896086,-0.1755946747428859,21952,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
9830,8767,7915,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.1228945035460992,-0.2632688672386215,0.4358317494421949,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10534,9441,8639,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.0402710659334555,-0.2382966608370277,0.3520738964384048,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10337,9289,8519,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.0774811846878553,-0.279168326873619,0.4133514768270231,23888,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
9864,8818,8211,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.1317542561065877,-0.3449615961320726,0.5242058537938687,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10328,9534,8980,5.12,5.12,LC09_230062_20230801,9.0,9.0,0.2622109775809965,-0.0999657064471879,-0.1660708482287942,21952,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10577,9726,9202,5.12,5.12,LC09_230062_20230801,9.0,9.0,0.257447389997267,-0.10010764262648,-0.1575142675967026,21952,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
9799,8700,7934,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.1376086956521739,-0.2498835334169503,0.4400495458298926,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10514,9433,8268,5.12,5.12,LC09_230062_20230801,9.0,9.0,0.1808054841473864,-0.0884386174016686,-0.051516410469464,23826,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10386,9295,8673,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.1323095392926817,-0.2777511885389745,0.4702793993464772,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10495,9329,8234,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.0102175742276715,-0.2337360382949624,0.3094938546404723,23826,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10563,9702,9153,5.12,5.12,LC09_230062_20230801,9.0,9.0,0.2671142797812694,-0.1200132978723404,-0.1500473036896878,21952,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10716,9692,9360,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.1652173913043478,-0.2798081693401686,0.4937270797143409,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
9713,8595,7533,5.12,5.12,LC09_230062_20230801,9.0,9.0,0.037103324843395,-0.2387068684010014,0.2728594597617583,23888,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
9877,8769,7675,5.12,5.12,LC09_230062_20230801,9.0,9.0,0.0266185125735687,-0.1497341823917742,0.1789372790990235,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
9874,8773,7333,5.12,5.12,LC09_230062_20230801,9.0,9.0,0.1673034065584208,-0.0645565092989985,-0.0556040295074165,21952,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
9916,8856,7635,5.12,5.12,LC09_230062_20230801,9.0,9.0,0.1732616212063004,-0.075204125483455,-0.0385058796403043,21952,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10181,9109,8371,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.1320441702524755,-0.3102097548647965,0.4929090778201713,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10439,9310,8349,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.1554723851911794,-0.2738080101716465,0.4773824884792627,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10558,9659,9049,5.12,5.12,LC09_230062_20230801,9.0,9.0,0.2617122141662019,-0.1070073362003541,-0.1555384021613276,21952,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10268,9213,8553,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.1640930414386239,-0.2056420687585448,0.4269476675349278,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10413,9312,8934,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.134092561182457,-0.3030140576602335,0.5011151140847486,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10633,9755,9217,5.12,5.12,LC09_230062_20230801,9.0,9.0,0.2718366220505036,-0.1086901444134785,-0.170531370442914,21952,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10300,9235,8811,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.1141162276291976,-0.3,0.4658451456656457,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
9694,8579,7624,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.0294697982305391,-0.226938151228372,0.3240831485015732,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10432,9338,8191,5.12,5.12,LC09_230062_20230801,9.0,9.0,0.1890832546998621,-0.0846374436706268,-0.0637906647807637,23826,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10425,9453,8843,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.1633077869240231,-0.0549214035896844,0.2486579929032845,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10261,9186,8249,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.0728856420342792,-0.2721866422689844,0.4032461525523505,23888,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
9804,8713,7900,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.1200712853642236,-0.2551111111111111,0.4265027782454959,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
9983,8901,8169,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.1231215113782739,-0.2729988882712618,0.450651253018726,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
9959,8888,8260,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.148277995462982,-0.2669826224328594,0.4688644688644688,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
12117,11280,10725,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.181516388751097,-0.1544280291651874,0.3676922579184056,22018,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
9731,8634,7880,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.1111111111111111,-0.2635789316287241,0.4314995976792445,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10395,9556,8969,5.12,5.12,LC09_230062_20230801,9.0,9.0,0.2610193321616871,-0.1077915464267526,-0.1589122309575976,21952,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
9803,8750,8109,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.1232565682776516,-0.2607009428927237,0.4402081131615316,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10184,9141,8450,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.05570766050176,-0.2459893048128342,0.3597839815339053,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
9809,8646,7263,5.12,5.12,LC09_230062_20230801,9.0,9.0,0.1371535932362611,-0.0607584149978696,-0.0256731371321227,21952,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
9934,8887,8358,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.1381283836040216,-0.2587393801000705,0.4491610608520838,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10425,9512,9098,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.1268295023753539,-0.1263811897764053,0.2860419675473621,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10019,9076,8076,5.12,5.12,LC09_230062_20230801,9.0,9.0,0.2151670177550406,-0.0796647551830613,-0.1259820025710612,21952,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
9759,8650,7804,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.1204282896590588,-0.2491691842900302,0.424609156294414,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10824,9920,9428,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.0314362029997945,-0.1701793536655922,0.2419298245614035,23826,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10512,9509,8629,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.1440757823736547,-0.0791952738304327,0.2583663020712125,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10387,9281,8013,5.12,5.12,LC09_230062_20230801,9.0,9.0,0.0475879199895411,-0.2113667117726657,0.226771912514389,23826,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
9798,8693,7797,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.0738255033557047,-0.269199676637025,0.4012227230130751,23888,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10122,8941,7640,5.12,5.12,LC09_230062_20230801,9.0,9.0,0.167481662591687,-0.0842927977140936,-0.0283175176984485,21952,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10595,9689,9106,5.12,5.12,LC09_230062_20230801,9.0,9.0,0.2534930139720558,-0.0995433789954337,-0.1425611808882558,21952,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
11058,9933,8831,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.0308916323731138,-0.2370045484080571,0.3241751075946615,24082,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
9862,8719,7326,5.12,5.12,LC09_230062_20230801,9.0,9.0,0.158902159297635,-0.0676836752586358,-0.0424595062116685,21952,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
13367,12745,11953,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.232724588375004,-0.0509044183058218,0.2947301123390264,22018,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10820,9714,8877,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.065578947368421,-0.2609870054022485,0.3800735059124321,23826,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10677,9560,8953,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.1221258028141393,-0.2441464945015025,0.4279108550636749,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
9825,8751,8072,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.133719682335265,-0.2806019953011679,0.4658767587792805,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10215,9159,8674,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.131514392991239,-0.2609378065528742,0.4577552640532265,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
9821,8729,8104,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.1409339057613823,-0.2614930698504185,0.4573919936583432,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10521,9578,8867,5.12,5.12,LC09_230062_20230801,9.0,9.0,0.2514289746665726,-0.0888946147900025,-0.1516327623126338,21952,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
12572,11860,11266,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.1079968329374505,-0.2020982410126293,0.3389007080938621,22018,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10195,9243,8708,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.189953488372093,-0.1369003441063356,0.3601323808370666,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
13321,12631,12165,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.1912106907785386,0.0279403327596098,0.1696524110317213,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10134,9138,8384,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.093278537825123,-0.2061722093525462,0.3548557819528976,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10028,8940,8139,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.0957169046164102,-0.2747196175767604,0.42687795842766,21824,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10465,9347,8665,5.12,5.12,LC09_230062_20230801,9.0,9.0,-0.1814660872850935,-0.2518841966742433,0.4823812727981018,21762,2023-08-01T14:06:27,"{""type"":""MultiPoint"",""coordinates"":[]}"
10377,9266,8510,43.65,43.65,LC09_230062_20230817,9.0,9.0,-0.1526014438635798,-0.2390375386233646,0.4456546751553271,21824,2023-08-17T14:06:31,"{""type"":""MultiPoint"",""coordinates"":[]}"
10521,9430,8672,43.65,43.65,LC09_230062_20230817,9.0,9.0,-0.2196175478065241,-0.1342978505956373,0.4000867268498443,21824,2023-08-17T14:06:31,"{""type"":""MultiPoint"",""coordinates"":[]}"
10407,9299,8515,43.65,43.65,LC09_230062_20230817,9.0,9.0,-0.155048375093029,-0.2621470000950841,0.4659843911058754,21824,2023-08-17T14:06:31,"{""type"":""MultiPoint"",""coordinates"":[]}"
10768,9950,9519,43.65,43.65,LC09_230062_20230817,9.0,9.0,-0.3174386920980926,0.0355653252169992,0.2890127688425176,21824,2023-08-17T14:06:31,"{""type"":""MultiPoint"",""coordinates"":[]}"
10288,9164,8426,43.65,43.65,LC09_230062_20230817,9.0,9.0,-0.1261149139182742,-0.3138921361094436,0.4903239678899082,21824,2023-08-17T14:06:31,"{""type"":""MultiPoint"",""coordinates"":[]}"
10480,9351,8550,43.65,43.65,LC09_230062_20230817,9.0,9.0,-0.1300808872157501,-0.2989111566987533,0.4782514995869401,21824,2023-08-17T14:06:31,"{""type"":""MultiPoint"",""coordinates"":[]}"
10567,9629,9070,43.65,43.65,LC09_230062_20230817,9.0,9.0,-0.2866412363836564,-0.0749003308168631,0.3923744643445775,21824,2023-08-17T14:06:31,"{""type"":""MultiPoint"",""coordinates"":[]}"
10463,9251,8142,43.65,43.65,LC09_230062_20230817,9.0,9.0,0.0007374631268436578,-0.2321496033245183,0.2902779151419246,21824,2023-08-17T14:06:31,"{""type"":""MultiPoint"",""coordinates"":[]}"
11048,10177,9647,43.65,43.65,LC09_230062_20230817,9.0,9.0,0.2851528675148205,-0.1262720833672555,-0.162590799031477,21952,2023-08-17T14:06:31,"{""type"":""MultiPoint"",""coordinates"":[]}"
10443,9361,8464,43.65,43.65,LC09_230062_20230817,9.0,9.0,0.010566533341293,-0.1900899139953088,0.2328018223234624,21824,2023-08-17T14:06:31,"{""type"":""MultiPoint"",""coordinates"":[]}"
10370,9207,8436,43.65,43.65,LC09_230062_20230817,9.0,9.0,-0.1459377372817008,-0.265238558909445,0.4646627841442795,21824,2023-08-17T14:06:31,"{""type"":""MultiPoint"",""coordinates"":[]}"
10394,9336,8635,43.65,43.65,LC09_230062_20230817,9.0,9.0,-0.1490095594757071,-0.2440020749578524,0.429529451212697,21824,2023-08-17T14:06:31,"{""type"":""MultiPoint"",""coordinates"":[]}"
10302,9170,8406,43.65,43.65,LC09_230062_20230817,9.0,9.0,-0.1338485316846986,-0.2674743709226468,0.4542121744443596,21824,2023-08-17T14:06:31,"{""type"":""MultiPoint"",""coordinates"":[]}"
10461,9392,8602,43.65,43.65,LC09_230062_20230817,9.0,9.0,-0.0882882882882882,-0.2189556155630776,0.3737087994513737,21824,2023-08-17T14:06:31,"{""type"":""MultiPoint"",""coordinates"":[]}"
10864,9882,9467,43.65,43.65,LC09_230062_20230817,9.0,9.0,-0.1740533938230675,-0.1169947506561679,0.3178246564737759,21824,2023-08-17T14:06:31,"{""type"":""MultiPoint"",""coordinates"":[]}"
10990,10154,9645,43.65,43.65,LC09_230062_20230817,9.0,9.0,0.2880608974358974,-0.1269958241218373,-0.16318093385214,21952,2023-08-17T14:06:31,"{""type"":""MultiPoint"",""coordinates"":[]}"
10461,9357,8770,43.65,43.65,LC09_230062_20230817,9.0,9.0,-0.1617682198327359,-0.2359430493132602,0.4538598047914818,21824,2023-08-17T14:06:31,"{""type"":""MultiPoint"",""coordinates"":[]}"
10302,9144,8332,43.65,43.65,LC09_230062_20230817,9.0,9.0,-0.1120110838750932,-0.2721057588335833,0.4409324377716317,21824,2023-08-17T14:06:31,"{""type"":""MultiPoint"",""coordinates"":[]}"
10317,9186,8429,43.65,43.65,LC09_230062_20230817,9.0,9.0,-0.1325958322613841,-0.2733394955763898,0.4604520843587898,21824,2023-08-17T14:06:31,"{""type"":""MultiPoint"",""coordinates"":[]}"
10578,9552,8872,43.65,43.65,LC09_230062_20230817,9.0,9.0,-0.179050615341908,-0.1746874797590517,0.4074735167436265,21824,2023-08-17T14:06:31,"{""type"":""MultiPoint"",""coordinates"":[]}"
10539,9425,8464,43.65,43.65,LC09_230062_20230817,9.0,9.0,-0.2493126385809312,-0.0239406853064477,0.322149152239073,21824,2023-08-17T14:06:31,"{""type"":""MultiPoint"",""coordinates"":[]}"
10423,9315,7892,43.65,43.65,LC09_230062_20230817,9.0,9.0,0.1904366845161776,-0.0966167311900353,-0.0369549150036954,21952,2023-08-17T14:06:31,"{""type"":""MultiPoint"",""coordinates"":[]}"
11096,10257,10059,43.65,43.65,LC09_230062_20230817,9.0,9.0,-0.2327523740513329,-0.1004118891239007,0.3357656835917705,21824,2023-08-17T14:06:31,"{""type"":""MultiPoint"",""coordinates"":[]}"
10405,9261,8506,43.65,43.65,LC09_230062_20230817,9.0,9.0,-0.1715204051816499,-0.2609069681700872,0.4826053972038582,21824,2023-08-17T14:06:31,"{""type"":""MultiPoint"",""coordinates"":[]}"
10473,9387,8590,43.65,43.65,LC09_230062_20230817,9.0,9.0,-0.0967402733964248,-0.2073564616027662,0.3642179382594135,21824,2023-08-17T14:06:31,"{""type"":""MultiPoint"",""coordinates"":[]}"
